Displacement_mm,BaseShear_kN
4.000000000000000000e+00,3.392139666939330027e+02
4.250000000000000000e+00,3.601884087364347238e+02
4.500000000000000000e+00,3.811513108567841641e+02
4.750000000000000000e+00,4.020969126108637397e+02
5.000000000000000000e+00,4.230223463442220577e+02
5.250000000000000000e+00,4.439203005248447766e+02
5.500000000000000000e+00,4.647860283185123080e+02
5.750000000000000000e+00,4.856102550978179124e+02
6.000000000000000000e+00,5.063923318096576054e+02
6.250000000000000000e+00,5.271332432161136694e+02
6.500000000000000000e+00,5.478254564597560829e+02
6.750000000000000000e+00,5.684617328033191370e+02
7.000000000000000000e+00,5.890494976919450210e+02
7.250000000000000000e+00,6.095869807086061201e+02
7.500000000000000000e+00,6.300545280439778253e+02
7.750000000000000000e+00,6.504468599128192636e+02
8.000000000000000000e+00,6.707719146451503320e+02
7.750000000000000000e+00,6.496417557643112559e+02
7.500000000000000000e+00,6.285120328683248090e+02
7.250000000000000000e+00,6.073826512094241252e+02
7.000000000000000000e+00,5.862535275777153174e+02
6.750000000000000000e+00,5.651247967779795545e+02
6.500000000000000000e+00,5.439964398926387048e+02
6.250000000000000000e+00,5.228683347228503635e+02
6.000000000000000000e+00,5.017405974410974636e+02
5.750000000000000000e+00,4.806131713501328022e+02
5.500000000000000000e+00,4.594860838425862539e+02
5.250000000000000000e+00,4.383593588322515302e+02
5.000000000000000000e+00,4.172330385184756096e+02
4.750000000000000000e+00,3.961071086147156848e+02
4.500000000000000000e+00,3.749816150401167079e+02
4.250000000000000000e+00,3.538566214942669603e+02
4.000000000000000000e+00,3.327318930169583950e+02
3.750000000000000000e+00,3.116073844158708539e+02
3.500000000000000000e+00,2.904836003401668449e+02
3.250000000000000000e+00,2.693606410991295093e+02
3.000000000000000000e+00,2.482378746189847050e+02
2.750000000000000000e+00,2.271165363583405679e+02
2.500000000000000000e+00,2.059973030483672005e+02
2.250000000000000000e+00,1.848789936643230476e+02
2.000000000000000000e+00,1.637622191091615491e+02
1.750000000000000000e+00,1.426503308750082795e+02
1.500000000000000000e+00,1.215386032878520268e+02
1.250000000000000000e+00,1.004367678456539466e+02
1.000000000000000000e+00,7.933485824082427484e+01
7.500000000000000000e-01,5.823151559237138031e+01
5.000000000000000000e-01,3.712664263287420852e+01
2.500000000000000000e-01,1.601229954555500257e+01
0.000000000000000000e+00,-5.103716888317639366e+00
-2.500000000000000000e-01,-2.621155286560409792e+01
-5.000000000000000000e-01,-4.729709554543524774e+01
-7.500000000000000000e-01,-6.837215689067116386e+01
-1.000000000000000000e+00,-8.945206620354390736e+01
-1.250000000000000000e+00,-1.105486141268301736e+02
-1.500000000000000000e+00,-1.316633111392802675e+02
-1.750000000000000000e+00,-1.527926021228659295e+02
-2.000000000000000000e+00,-1.739339428449238767e+02
-2.250000000000000000e+00,-1.950770283086999086e+02
-2.500000000000000000e+00,-2.162289358775638277e+02
-2.750000000000000000e+00,-2.373938009134554648e+02
-3.000000000000000000e+00,-2.585557215020871809e+02
-3.250000000000000000e+00,-2.797213791894739074e+02
-3.500000000000000000e+00,-3.008876513222640483e+02
-3.750000000000000000e+00,-3.220608633001527892e+02
-4.000000000000000000e+00,-3.431991957046428752e+02
-4.250000000000000000e+00,-3.641398008415013123e+02
-4.500000000000000000e+00,-3.850631528862679147e+02
-4.750000000000000000e+00,-4.059597292033034250e+02
-5.000000000000000000e+00,-4.268302664530075390e+02
-5.250000000000000000e+00,-4.476720782419338320e+02
-5.500000000000000000e+00,-4.684803737834350272e+02
-5.750000000000000000e+00,-4.892554161380363666e+02
-6.000000000000000000e+00,-5.099949205173446671e+02
-6.250000000000000000e+00,-5.306984041701837214e+02
-6.500000000000000000e+00,-5.513532418496524770e+02
-6.750000000000000000e+00,-5.719531949165188962e+02
-7.000000000000000000e+00,-5.925245989257820156e+02
-7.250000000000000000e+00,-6.130358063881044473e+02
-7.500000000000000000e+00,-6.334720417329451720e+02
-7.750000000000000000e+00,-6.538496009927869181e+02
-8.000000000000000000e+00,-6.741623256331509992e+02
-7.750000000000000000e+00,-6.530362809286751826e+02
-7.500000000000000000e+00,-6.319108763776314390e+02
-7.250000000000000000e+00,-6.107861960452213452e+02
-7.000000000000000000e+00,-5.896620070046369619e+02
-6.750000000000000000e+00,-5.685383841357436268e+02
-6.500000000000000000e+00,-5.474155567782046319e+02
-6.250000000000000000e+00,-5.262932306929957349e+02
-6.000000000000000000e+00,-5.051715255360466017e+02
-5.750000000000000000e+00,-4.840506505178819339e+02
-5.500000000000000000e+00,-4.629305591339403350e+02
-5.250000000000000000e+00,-4.418112866824484968e+02
-5.000000000000000000e+00,-4.206929724900841165e+02
-4.750000000000000000e+00,-3.995755403216061268e+02
-4.500000000000000000e+00,-3.784590271028586699e+02
-4.250000000000000000e+00,-3.573437727191534350e+02
-4.000000000000000000e+00,-3.362294318637514721e+02
-3.750000000000000000e+00,-3.151160564322824484e+02
-3.500000000000000000e+00,-2.940048867786178448e+02
-3.250000000000000000e+00,-2.728962895390482117e+02
-3.000000000000000000e+00,-2.517909161470525135e+02
-2.750000000000000000e+00,-2.306885840950289150e+02
-2.500000000000000000e+00,-2.095925643160084064e+02
-2.250000000000000000e+00,-1.885043642977174443e+02
-2.000000000000000000e+00,-1.674213840516053438e+02
-1.750000000000000000e+00,-1.463547151158111888e+02
-1.500000000000000000e+00,-1.252955816515120944e+02
-1.250000000000000000e+00,-1.042583271729854602e+02
-1.000000000000000000e+00,-8.323667753267149294e+01
-7.500000000000000000e-01,-6.222360609996616176e+01
-5.000000000000000000e-01,-4.120993792058591509e+01
-2.500000000000000000e-01,-2.018471719531669706e+01
0.000000000000000000e+00,8.394285848475303569e-01
2.500000000000000000e-01,2.185979774458135694e+01
5.000000000000000000e-01,4.286879693465940022e+01
7.500000000000000000e-01,6.385858604065444410e+01
1.000000000000000000e+00,8.484759716352559167e+01
1.250000000000000000e+00,1.058459833033897723e+02
1.500000000000000000e+00,1.268495356321345184e+02
1.750000000000000000e+00,1.478705018852025432e+02
2.000000000000000000e+00,1.689043272470672719e+02
2.250000000000000000e+00,1.899377723830035620e+02
2.500000000000000000e+00,2.109869129376778005e+02
2.750000000000000000e+00,2.320488356174877822e+02
3.000000000000000000e+00,2.531101285458967141e+02
3.250000000000000000e+00,2.741678211593130641e+02
3.500000000000000000e+00,2.952352352206748378e+02
3.750000000000000000e+00,3.163028642950391713e+02
4.000000000000000000e+00,3.373685283875134360e+02
4.250000000000000000e+00,3.584357222466603616e+02
4.500000000000000000e+00,3.795003396089873036e+02
4.750000000000000000e+00,4.005620154286499428e+02
5.000000000000000000e+00,4.216252744887871131e+02
5.250000000000000000e+00,4.426904160426161070e+02
5.500000000000000000e+00,4.637540601168257695e+02
5.750000000000000000e+00,4.848237618237315019e+02
6.000000000000000000e+00,5.058921088890214151e+02
6.250000000000000000e+00,5.269629203270508242e+02
6.500000000000000000e+00,5.480335839210736140e+02
6.750000000000000000e+00,5.690925364604356673e+02
7.000000000000000000e+00,5.901644783244731798e+02
7.250000000000000000e+00,6.112350574135182342e+02
7.500000000000000000e+00,6.322954916094771534e+02
7.750000000000000000e+00,6.533583879851802294e+02
8.000000000000000000e+00,6.742005035042664076e+02
7.750000000000000000e+00,6.530758902073102945e+02
7.500000000000000000e+00,6.319519425874730132e+02
7.250000000000000000e+00,6.108286616159705318e+02
7.000000000000000000e+00,5.897058384676881815e+02
6.750000000000000000e+00,5.685835333420423012e+02
6.500000000000000000e+00,5.474620058620631653e+02
6.250000000000000000e+00,5.263409521431678968e+02
6.000000000000000000e+00,5.052204710390103060e+02
5.750000000000000000e+00,4.841007888849264305e+02
5.500000000000000000e+00,4.629819442305500843e+02
5.250000000000000000e+00,4.418638792008007385e+02
5.000000000000000000e+00,4.207467772119664460e+02
4.750000000000000000e+00,3.996304864582181722e+02
4.500000000000000000e+00,3.785156232228759450e+02
4.250000000000000000e+00,3.574030759875017793e+02
4.000000000000000000e+00,3.362918979960473962e+02
3.750000000000000000e+00,3.151817566899716780e+02
3.500000000000000000e+00,2.940734488407848062e+02
3.250000000000000000e+00,2.729687181797960420e+02
3.000000000000000000e+00,2.518685186361669253e+02
2.750000000000000000e+00,2.307726482961281249e+02
2.500000000000000000e+00,2.096830964042723906e+02
2.250000000000000000e+00,1.886032649027370098e+02
2.000000000000000000e+00,1.675316973471157382e+02
1.750000000000000000e+00,1.464746540924283522e+02
1.500000000000000000e+00,1.254264505512669245e+02
1.250000000000000000e+00,1.043980288159032455e+02
1.000000000000000000e+00,8.337869436398310086e+01
7.500000000000000000e-01,6.236388998745353973e+01
5.000000000000000000e-01,4.134812161776165595e+01
2.500000000000000000e-01,2.032656676783621563e+01
0.000000000000000000e+00,-6.956457256415182755e-01
-2.500000000000000000e-01,-2.170950314362672273e+01
-5.000000000000000000e-01,-4.269904404720308833e+01
